idmeter,timestamp,vr,vs,vt,ir,is,it,wh,varh
MTR0001,2024-01-01 06:45:00,222.85,222.84,221.52,6.37,5.36,4.27,0.434,0.246
MTR0001,2024-01-01 07:00:00,221.56,222.9,219.7,6.74,5.53,4.6,0.507,0.236
MTR0001,2024-01-01 07:15:00,221.37,224.08,219.51,7.07,5.49,4.51,0.514,0.21
MTR0001,2024-01-01 07:30:00,219.41,221.51,216.64,6.64,5.57,4.51,0.501,0.248
MTR0001,2024-01-01 07:45:00,220.61,220.9,221.59,7.14,5.66,4.83,0.492,0.278
MTR0001,2024-01-01 08:00:00,220.9,221.02,221.67,7.34,6.22,4.83,0.54,0.261
MTR0001,2024-01-01 08:15:00,221.46,221.44,220.77,7.28,6.11,4.94,0.487,0.31
MTR0001,2024-01-01 08:30:00,221.34,220.56,222.85,7.29,6.1,5.11,0.531,0.279
MTR0001,2024-01-01 08:45:00,218.12,219.77,220.5,7.42,6.21,4.95,0.571,0.223
MTR0001,2024-01-01 09:00:00,221.82,221.13,221.99,7.62,6.32,5.37,0.528,0.25
MTR0001,2024-01-01 09:15:00,222.61,219.81,222.66,7.74,6.2,5.28,0.576,0.261
MTR0001,2024-01-01 09:30:00,219.56,221.12,222.12,7.55,6.18,5.32,0.513,0.313
MTR0001,2024-01-01 09:45:00,221.64,222.91,223.23,7.56,6.2,5.49,0.537,0.325
MTR0001,2024-01-01 10:00:00,222.09,221.36,221.47,7.79,6.55,5.45,0.567,0.331
MTR0001,2024-01-01 10:15:00,221.54,221.73,219.33,7.81,6.5,5.56,0.604,0.205
MTR0001,2024-01-01 10:30:00,220.95,220.44,221.54,8.01,6.77,5.64,0.607,0.299
MTR0001,2024-01-01 10:45:00,220.63,223.06,219.32,8.05,6.53,5.29,0.546,0.295
MTR0001,2024-01-01 11:00:00,221.31,224.41,222.93,8.04,6.57,5.7,0.63,0.228
MTR0001,2024-01-01 11:15:00,221.85,221.4,221.39,8.08,6.75,5.46,0.574,0.304
MTR0001,2024-01-01 11:30:00,218.41,220.7,221.51,8.13,6.64,5.72,0.556,0.293
MTR0001,2024-01-01 11:45:00,222.39,223.91,220.26,8.08,6.74,5.93,0.641,0.25
MTR0001,2024-01-01 12:00:00,223.89,224.23,221.13,8.34,6.86,5.87,0.616,0.263
MTR0001,2024-01-01 12:15:00,218.2,223.77,222.83,8.17,6.79,5.34,0.635,0.234
MTR0001,2024-01-01 12:30:00,218.24,221.52,222.08,8.19,6.45,5.65,0.588,0.263
MTR0001,2024-01-01 12:45:00,219.15,222.33,222.62,8.15,7.07,5.62,0.567,0.327
MTR0001,2024-01-01 13:00:00,220.64,220.05,220.67,7.95,7.0,5.63,0.569,0.347
MTR0001,2024-01-01 13:15:00,222.08,220.67,220.4,8.21,6.62,5.44,0.551,0.291
MTR0001,2024-01-01 13:30:00,223.27,221.23,222.36,8.17,7.17,5.79,0.614,0.333
MTR0001,2024-01-01 13:45:00,219.58,220.24,221.22,8.12,6.55,5.53,0.601,0.306
MTR0001,2024-01-01 14:00:00,220.79,223.82,221.62,7.81,6.78,5.57,0.569,0.287
MTR0001,2024-01-01 14:15:00,222.89,219.64,218.63,8.08,6.56,5.51,0.547,0.309
MTR0001,2024-01-01 14:30:00,219.91,220.3,221.57,7.81,6.59,5.49,0.553,0.321
MTR0001,2024-01-01 14:45:00,221.16,222.01,220.41,7.86,6.63,5.52,0.545,0.274
MTR0001,2024-01-01 15:00:00,219.81,222.46,220.36,7.37,6.06,5.29,0.484,0.307
MTR0001,2024-01-01 15:15:00,219.09,222.0,225.68,7.39,6.28,5.22,0.544,0.303
MTR0001,2024-01-01 15:30:00,222.05,219.91,222.29,7.85,5.93,5.17,0.539,0.283
MTR0001,2024-01-01 15:45:00,221.53,223.97,221.32,7.65,6.21,5.37,0.543,0.306
MTR0001,2024-01-01 16:00:00,221.23,224.71,222.81,7.2,6.16,4.95,0.513,0.253
MTR0001,2024-01-01 16:15:00,222.38,220.33,219.13,7.25,5.94,5.14,0.533,0.253
MTR0001,2024-01-01 16:30:00,218.58,223.32,222.01,7.18,6.07,5.35,0.549,0.206
MTR0001,2024-01-01 16:45:00,219.16,220.37,223.76,7.31,5.93,5.14,0.541,0.207
MTR0001,2024-01-01 17:00:00,220.13,222.17,222.64,6.65,5.73,4.9,0.476,0.219
MTR0001,2024-01-01 17:15:00,219.21,220.83,221.76,6.91,5.47,4.35,0.509,0.169
MTR0001,2024-01-01 17:30:00,224.47,221.79,221.66,6.9,5.68,4.73,0.517,0.211
MTR0001,2024-01-01 17:45:00,218.79,224.43,221.78,6.8,5.59,4.82,0.475,0.285
MTR0001,2024-01-01 18:00:00,218.26,223.89,221.26,6.24,5.05,4.11,0.44,0.214
MTR0001,2024-01-01 18:15:00,222.71,220.37,219.25,6.26,5.03,4.34,0.378,0.247
MTR0001,2024-01-01 18:30:00,220.45,222.64,224.27,6.47,5.16,4.19,0.436,0.261
MTR0001,2024-01-01 18:45:00,219.78,221.82,220.33,6.4,5.18,4.38,0.441,0.249
MTR0001,2024-01-01 19:00:00,219.73,221.76,221.12,6.04,4.4,4.19,0.391,0.213
MTR0001,2024-01-01 19:15:00,221.23,221.22,221.28,5.89,4.92,3.82,0.435,0.219
MTR0001,2024-01-01 19:30:00,221.88,219.91,220.71,5.88,4.61,4.13,0.417,0.233
MTR0001,2024-01-01 19:45:00,221.15,221.98,223.97,5.66,4.7,3.88,0.436,0.15
MTR0001,2024-01-01 20:00:00,222.19,221.32,220.72,5.51,4.31,3.49,0.402,0.17
MTR0001,2024-01-01 20:15:00,222.67,218.35,218.87,5.27,4.57,3.7,0.393,0.158
MTR0001,2024-01-01 20:30:00,221.26,219.03,219.48,5.47,4.45,3.68,0.383,0.137
MTR0001,2024-01-01 20:45:00,218.36,222.43,224.51,5.46,4.35,3.79,0.376,0.233
MTR0001,2024-01-01 21:00:00,223.3,223.12,218.74,4.77,4.0,3.44,0.332,0.196
MTR0001,2024-01-01 21:15:00,218.65,222.47,219.21,4.84,4.3,3.3,0.329,0.201
MTR0001,2024-01-01 21:30:00,221.54,221.88,220.21,5.07,4.01,3.45,0.326,0.18
MTR0001,2024-01-01 21:45:00,220.27,221.96,221.77,4.91,4.39,3.43,0.378,0.18
MTR0001,2024-01-01 22:00:00,221.75,223.06,222.43,4.43,3.74,3.19,0.317,0.122
MTR0001,2024-01-01 22:15:00,222.4,221.78,222.73,4.76,4.04,3.39,0.364,0.13
MTR0001,2024-01-01 22:30:00,221.44,221.91,221.91,4.47,3.69,3.39,0.371,0.123
MTR0001,2024-01-01 22:45:00,220.1,222.93,219.39,4.74,3.69,3.42,0.345,0.144
MTR0001,2024-01-01 23:00:00,222.97,221.89,223.05,4.25,3.73,3.23,0.329,0.176
MTR0001,2024-01-01 23:15:00,222.63,220.57,220.74,4.1,3.83,3.14,0.327,0.119
MTR0001,2024-01-01 23:30:00,223.17,220.82,220.87,4.43,3.49,2.96,0.268,0.16
MTR0001,2024-01-01 23:45:00,219.19,222.62,221.25,4.35,4.04,3.0,0.318,0.184
MTR0001,2024-01-02 00:00:00,221.23,225.28,220.54,3.07,2.51,2.1,0.219,0.091
MTR0001,2024-01-02 00:15:00,220.24,219.84,222.69,3.31,2.65,2.12,0.229,0.118
MTR0001,2024-01-02 00:30:00,223.12,224.29,220.58,3.09,2.64,2.23,0.217,0.103
MTR0001,2024-01-02 00:45:00,218.18,219.71,222.83,3.01,2.47,2.18,0.202,0.12
MTR0001,2024-01-02 01:00:00,220.78,223.38,225.29,3.07,2.53,2.34,0.202,0.104
MTR0001,2024-01-02 01:15:00,221.16,222.06,222.9,3.21,2.66,2.29,0.266,0.099
MTR0001,2024-01-02 01:30:00,222.87,222.57,221.25,3.17,2.78,2.06,0.231,0.13
MTR0001,2024-01-02 01:45:00,220.46,221.61,222.73,2.93,2.6,2.19,0.229,0.13
MTR0001,2024-01-02 02:00:00,220.34,221.93,221.87,3.39,2.59,2.22,0.243,0.109
MTR0001,2024-01-02 02:15:00,220.52,220.99,220.96,3.18,2.33,2.32,0.216,0.104
MTR0001,2024-01-02 02:30:00,223.15,221.5,220.67,3.43,2.38,1.85,0.226,0.127
MTR0001,2024-01-02 02:45:00,222.48,223.57,221.17,2.98,2.58,2.27,0.199,0.099
MTR0001,2024-01-02 03:00:00,220.73,221.97,221.14,3.2,2.41,2.4,0.25,0.09
MTR0001,2024-01-02 03:15:00,221.2,221.25,222.56,3.26,2.67,2.27,0.243,0.111
MTR0001,2024-01-02 03:30:00,220.67,223.76,220.49,3.42,2.59,1.97,0.187,0.135
MTR0001,2024-01-02 03:45:00,219.85,223.09,221.08,3.15,2.57,2.08,0.192,0.113
MTR0001,2024-01-02 04:00:00,221.98,222.24,220.05,3.14,2.6,2.01,0.236,0.111
MTR0001,2024-01-02 04:15:00,219.49,221.66,221.1,3.14,2.57,2.07,0.25,0.128
MTR0001,2024-01-02 04:30:00,219.94,222.46,223.6,3.29,2.61,2.08,0.243,0.103
MTR0001,2024-01-02 04:45:00,219.93,223.23,221.67,3.29,2.57,2.38,0.276,0.108
MTR0001,2024-01-02 05:00:00,219.82,220.87,221.02,3.21,2.68,2.09,0.292,0.102
MTR0001,2024-01-02 05:15:00,219.4,222.73,219.81,3.23,2.52,2.21,0.211,0.124
MTR0001,2024-01-02 05:30:00,221.4,222.57,220.78,3.39,2.42,1.96,0.204,0.088
MTR0001,2024-01-02 05:45:00,220.64,224.27,219.05,3.06,2.72,2.21,0.252,0.132
MTR0001,2024-01-02 06:00:00,219.86,222.19,222.24,6.34,5.12,4.26,0.482,0.16
MTR0001,2024-01-02 06:15:00,218.32,221.52,221.26,6.46,4.86,4.4,0.447,0.202
MTR0001,2024-01-02 06:30:00,218.86,223.34,220.8,6.35,5.19,4.43,0.403,0.249
MTR0001,2024-01-02 06:45:00,220.41,223.45,222.47,6.09,5.07,4.44,0.427,0.26
MTR0001,2024-01-02 07:00:00,221.37,222.25,223.05,6.82,5.56,4.67,0.481,0.259
MTR0001,2024-01-02 07:15:00,220.6,220.05,221.22,6.86,5.52,4.7,0.488,0.275
MTR0001,2024-01-02 07:30:00,222.3,217.26,224.63,6.77,5.77,4.54,0.481,0.266
MTR0001,2024-01-02 07:45:00,222.41,221.35,222.32,6.65,5.6,5.0,0.508,0.232
MTR0001,2024-01-02 08:00:00,222.46,223.38,222.46,7.07,6.23,4.84,0.522,0.296
MTR0001,2024-01-02 08:15:00,221.31,223.75,222.35,7.3,5.73,4.87,0.539,0.233
MTR0001,2024-01-02 08:30:00,220.35,223.66,221.27,7.26,5.95,5.02,0.489,0.266
MTR0001,2024-01-02 08:45:00,219.47,223.93,219.17,7.2,5.79,4.92,0.522,0.299
MTR0001,2024-01-02 09:00:00,219.77,224.98,222.97,7.59,5.93,5.63,0.501,0.314
MTR0001,2024-01-02 09:15:00,222.97,218.86,224.99,7.75,6.41,5.37,0.593,0.244
MTR0001,2024-01-02 09:30:00,220.96,221.51,220.37,7.59,6.05,5.27,0.549,0.285
MTR0001,2024-01-02 09:45:00,217.93,222.2,223.77,7.75,6.21,5.05,0.535,0.303
MTR0001,2024-01-02 10:00:00,220.96,219.6,220.6,7.98,6.31,5.56,0.626,0.204
MTR0001,2024-01-02 10:15:00,219.93,221.7,222.21,7.96,6.73,5.55,0.593,0.22
MTR0001,2024-01-02 10:30:00,218.7,224.22,219.63,7.83,6.44,5.63,0.628,0.225
MTR0001,2024-01-02 10:45:00,221.16,220.43,224.83,7.75,6.63,5.38,0.59,0.222
MTR0001,2024-01-02 11:00:00,220.87,221.38,222.95,8.46,6.62,5.42,0.603,0.273
MTR0001,2024-01-02 11:15:00,221.42,220.44,219.35,7.84,6.85,5.79,0.63,0.213
MTR0001,2024-01-02 11:30:00,220.23,221.29,220.63,7.97,6.61,5.44,0.531,0.329
MTR0001,2024-01-02 11:45:00,219.87,222.65,223.05,8.14,6.78,5.94,0.614,0.308
MTR0001,2024-01-02 12:00:00,223.31,222.23,220.44,8.18,6.84,5.68,0.556,0.333
MTR0001,2024-01-02 12:15:00,219.43,221.72,223.88,8.14,6.96,5.49,0.59,0.241
MTR0001,2024-01-02 12:30:00,222.62,221.81,224.98,8.25,6.79,5.62,0.584,0.339
MTR0001,2024-01-02 12:45:00,219.19,220.27,220.44,8.15,6.77,5.77,0.557,0.301
MTR0001,2024-01-02 13:00:00,221.38,225.34,221.49,8.25,6.72,5.61,0.599,0.307
MTR0001,2024-01-02 13:15:00,220.04,221.25,219.72,8.07,6.55,5.82,0.638,0.21
MTR0001,2024-01-02 13:30:00,220.76,222.83,223.59,8.21,6.71,5.43,0.574,0.293
MTR0001,2024-01-02 13:45:00,221.56,221.68,218.8,8.03,6.27,5.67,0.523,0.327
MTR0001,2024-01-02 14:00:00,223.1,223.43,221.18,8.16,6.57,5.44,0.603,0.204
MTR0001,2024-01-02 14:15:00,220.25,220.54,221.95,7.84,6.55,5.38,0.608,0.204
MTR0001,2024-01-02 14:30:00,222.22,219.37,217.67,8.08,6.35,5.46,0.583,0.29
MTR0001,2024-01-02 14:45:00,222.12,222.74,221.46,7.91,6.49,5.49,0.548,0.31
MTR0001,2024-01-02 15:00:00,218.58,221.88,221.48,7.72,6.32,5.14,0.523,0.272
MTR0001,2024-01-02 15:15:00,222.55,220.31,218.05,7.57,6.17,4.94,0.538,0.226
MTR0001,2024-01-02 15:30:00,219.89,224.34,222.52,7.56,6.63,5.19,0.575,0.254
MTR0001,2024-01-02 15:45:00,219.84,221.85,219.71,7.65,6.32,5.54,0.563,0.247
MTR0001,2024-01-02 16:00:00,218.78,220.14,223.3,7.15,5.82,5.09,0.505,0.283
MTR0001,2024-01-02 16:15:00,219.63,222.92,222.41,7.44,5.79,4.94,0.528,0.297
MTR0001,2024-01-02 16:30:00,221.48,224.85,220.53,7.38,5.99,5.05,0.552,0.25
MTR0001,2024-01-02 16:45:00,219.52,222.14,222.34,7.21,5.89,4.82,0.553,0.252
MTR0001,2024-01-02 17:00:00,220.47,221.18,221.96,6.91,5.73,4.61,0.533,0.19
MTR0001,2024-01-02 17:15:00,222.62,221.39,222.83,6.9,5.45,4.77,0.505,0.231
MTR0001,2024-01-02 17:30:00,220.01,222.48,223.36,6.79,5.65,4.95,0.469,0.233
MTR0001,2024-01-02 17:45:00,223.52,222.54,221.99,6.92,5.51,4.77,0.491,0.241
MTR0001,2024-01-02 18:00:00,219.93,222.48,224.0,6.36,5.02,4.43,0.454,0.243
MTR0001,2024-01-02 18:15:00,218.63,219.94,220.82,6.18,5.08,4.05,0.452,0.192
MTR0001,2024-01-02 18:30:00,218.67,218.96,219.21,6.49,5.12,4.74,0.475,0.206
MTR0001,2024-01-02 18:45:00,223.59,224.43,223.95,6.44,5.11,4.48,0.467,0.187
MTR0001,2024-01-02 19:00:00,220.54,220.92,222.54,5.95,4.81,4.24,0.42,0.21
MTR0001,2024-01-02 19:15:00,219.54,221.4,222.22,5.61,4.82,4.11,0.438,0.212
MTR0001,2024-01-02 19:30:00,220.46,220.16,220.94,5.97,5.08,4.25,0.395,0.236
MTR0001,2024-01-02 19:45:00,220.01,222.76,218.66,5.84,4.95,3.99,0.45,0.165
MTR0001,2024-01-02 20:00:00,219.05,217.29,221.46,5.62,4.67,3.64,0.416,0.16
MTR0001,2024-01-02 20:15:00,221.39,220.74,222.03,5.37,4.27,3.57,0.365,0.207
MTR0001,2024-01-02 20:30:00,222.17,220.4,223.74,5.31,4.42,3.59,0.367,0.217
MTR0001,2024-01-02 20:45:00,218.16,220.06,221.87,5.37,4.53,3.72,0.339,0.221
MTR0001,2024-01-02 21:00:00,221.99,219.72,221.94,4.76,4.17,3.43,0.343,0.161
MTR0001,2024-01-02 21:15:00,220.16,220.79,222.45,4.9,4.25,3.83,0.365,0.214
MTR0001,2024-01-02 21:30:00,221.06,221.05,220.26,4.98,3.94,3.0,0.32,0.199
MTR0001,2024-01-02 21:45:00,223.45,220.05,220.43,4.97,4.31,3.44,0.351,0.177
MTR0001,2024-01-02 22:00:00,220.08,220.17,221.68,4.91,3.9,3.19,0.351,0.135
MTR0001,2024-01-02 22:15:00,221.28,221.55,221.41,4.55,3.86,3.36,0.345,0.16
MTR0001,2024-01-02 22:30:00,220.16,223.32,221.67,4.45,3.99,3.13,0.36,0.158
MTR0001,2024-01-02 22:45:00,221.95,221.31,219.67,4.68,4.0,3.33,0.331,0.179
MTR0001,2024-01-02 23:00:00,219.37,222.24,224.59,4.31,3.7,3.31,0.349,0.117
MTR0001,2024-01-02 23:15:00,222.52,223.75,219.72,4.44,3.7,3.06,0.335,0.156
MTR0001,2024-01-02 23:30:00,221.09,221.07,222.01,4.43,3.72,3.29,0.331,0.133
MTR0001,2024-01-02 23:45:00,220.55,223.56,221.36,4.14,3.62,3.25,0.322,0.178
MTR0001,2024-01-03 00:00:00,220.44,221.05,220.91,3.01,2.84,2.13,0.203,0.109
MTR0001,2024-01-03 00:15:00,220.65,223.44,221.56,3.17,2.66,2.06,0.214,0.12
MTR0001,2024-01-03 00:30:00,221.22,221.21,222.38,3.08,2.73,1.98,0.19,0.099
MTR0001,2024-01-03 00:45:00,222.34,219.62,222.59,3.25,2.42,2.31,0.253,0.096
MTR0001,2024-01-03 01:00:00,220.6,220.14,223.16,3.13,2.27,2.31,0.23,0.074
MTR0001,2024-01-03 01:15:00,220.47,222.23,220.85,3.26,2.63,2.23,0.222,0.1
MTR0001,2024-01-03 01:30:00,220.0,222.81,222.05,3.43,2.57,2.13,0.183,0.135
MTR0001,2024-01-03 01:45:00,218.39,222.77,223.08,3.02,2.66,2.31,0.23,0.106
MTR0001,2024-01-03 02:00:00,220.91,223.34,220.11,3.19,2.75,2.26,0.259,0.104
MTR0001,2024-01-03 02:15:00,218.08,220.57,223.71,3.1,2.73,2.21,0.262,0.121
MTR0001,2024-01-03 02:30:00,223.26,222.71,221.61,2.91,2.56,2.05,0.226,0.107
MTR0001,2024-01-03 02:45:00,223.02,222.52,224.94,3.17,2.58,2.15,0.214,0.118
MTR0001,2024-01-03 03:00:00,220.16,220.56,219.39,3.14,2.37,2.29,0.212,0.122
MTR0001,2024-01-03 03:15:00,222.43,220.73,222.22,3.56,2.66,2.15,0.243,0.119
MTR0001,2024-01-03 03:30:00,220.32,220.41,223.11,3.15,2.89,2.17,0.241,0.079
MTR0001,2024-01-03 03:45:00,218.73,218.81,222.75,3.12,2.72,2.41,0.221,0.125
MTR0001,2024-01-03 04:00:00,223.22,222.95,221.1,3.02,2.28,2.07,0.234,0.117
MTR0001,2024-01-03 04:15:00,221.57,221.35,223.34,3.32,2.78,1.92,0.233,0.136
MTR0001,2024-01-03 04:30:00,222.23,222.03,220.58,3.2,2.43,2.2,0.179,0.128
MTR0001,2024-01-03 04:45:00,224.82,220.87,218.56,3.26,2.73,2.37,0.237,0.104
MTR0001,2024-01-03 05:00:00,219.01,222.98,223.0,3.05,2.81,2.14,0.202,0.089
MTR0001,2024-01-03 05:15:00,218.05,223.36,223.88,3.27,2.45,2.4,0.203,0.129
MTR0001,2024-01-03 05:30:00,220.34,222.77,223.47,3.36,2.52,2.15,0.251,0.111
MTR0001,2024-01-03 05:45:00,218.36,223.51,224.34,3.08,2.59,2.01,0.221,0.129
MTR0001,2024-01-03 06:00:00,220.15,221.44,221.37,6.24,5.16,4.6,0.447,0.245
MTR0001,2024-01-03 06:15:00,221.16,222.96,219.19,6.08,5.28,4.05,0.46,0.258
MTR0001,2024-01-03 06:30:00,221.76,222.35,218.8,6.22,5.08,4.27,0.4,0.253
MTR0001,2024-01-03 06:45:00,220.89,222.34,222.94,6.03,5.17,4.19,0.4,0.2
MTR0001,2024-01-03 07:00:00,222.45,224.54,219.66,6.86,5.53,4.68,0.461,0.243
MTR0001,2024-01-03 07:15:00,221.2,224.25,220.96,6.83,5.5,4.83,0.524,0.191
MTR0001,2024-01-03 07:30:00,222.49,221.52,218.84,6.98,5.47,4.6,0.508,0.193
MTR0001,2024-01-03 07:45:00,224.87,221.2,223.29,6.74,5.67,4.92,0.524,0.181
MTR0001,2024-01-03 08:00:00,220.51,223.3,222.39,6.8,6.08,5.04,0.529,0.3
MTR0001,2024-01-03 08:15:00,222.23,223.25,220.89,7.13,6.15,4.93,0.532,0.282
MTR0001,2024-01-03 08:30:00,221.89,222.37,220.54,7.31,6.1,5.13,0.555,0.24
MTR0001,2024-01-03 08:45:00,219.65,221.92,220.27,7.24,5.73,4.77,0.468,0.29
MTR0001,2024-01-03 09:00:00,217.96,221.92,221.5,7.51,6.4,5.43,0.523,0.316
MTR0001,2024-01-03 09:15:00,219.3,220.45,222.81,7.54,6.28,5.39,0.571,0.198
MTR0001,2024-01-03 09:30:00,221.75,219.74,221.59,7.68,6.51,5.09,0.53,0.316
MTR0001,2024-01-03 09:45:00,224.08,219.66,220.53,7.66,6.14,5.4,0.575,0.241
MTR0001,2024-01-03 10:00:00,222.39,225.74,222.09,7.86,6.55,5.23,0.563,0.298
MTR0001,2024-01-03 10:15:00,219.86,221.62,222.93,7.78,6.42,5.66,0.519,0.32
MTR0001,2024-01-03 10:30:00,220.09,222.91,221.89,7.97,6.68,5.47,0.57,0.306
MTR0001,2024-01-03 10:45:00,223.15,219.61,222.28,7.81,6.58,5.5,0.591,0.241
MTR0001,2024-01-03 11:00:00,219.87,221.13,222.42,8.31,6.69,5.56,0.564,0.213
MTR0001,2024-01-03 11:15:00,218.64,221.29,219.39,7.91,6.89,5.58,0.617,0.224
MTR0001,2024-01-03 11:30:00,222.36,221.49,222.51,7.96,6.47,5.75,0.584,0.33
MTR0001,2024-01-03 11:45:00,222.41,219.55,223.82,8.01,6.74,5.6,0.562,0.31
MTR0001,2024-01-03 12:00:00,220.86,220.1,222.61,8.11,6.73,5.52,0.6,0.272
MTR0001,2024-01-03 12:15:00,220.68,221.62,222.31,8.18,7.06,5.7,0.605,0.32
MTR0001,2024-01-03 12:30:00,221.46,221.63,222.51,8.28,6.71,5.58,0.581,0.341
MTR0001,2024-01-03 12:45:00,217.56,221.98,222.98,7.99,6.86,5.77,0.557,0.288
MTR0001,2024-01-03 13:00:00,220.65,219.14,221.24,8.37,6.71,5.66,0.62,0.21
MTR0001,2024-01-03 13:15:00,219.81,220.7,222.01,7.98,6.77,5.84,0.577,0.335
MTR0001,2024-01-03 13:30:00,223.17,220.08,220.28,7.94,6.67,5.69,0.588,0.29
MTR0001,2024-01-03 13:45:00,219.17,221.37,221.56,8.21,6.71,5.38,0.59,0.255
MTR0001,2024-01-03 14:00:00,220.53,223.66,218.18,8.17,6.34,5.45,0.553,0.332
MTR0001,2024-01-03 14:15:00,220.87,222.1,220.86,7.69,6.44,5.52,0.581,0.257
MTR0001,2024-01-03 14:30:00,219.84,222.33,224.21,7.91,6.66,5.3,0.588,0.249
MTR0001,2024-01-03 14:45:00,220.79,223.94,222.43,7.91,6.65,5.3,0.573,0.309
MTR0001,2024-01-03 15:00:00,220.09,222.0,220.84,7.63,6.62,5.25,0.521,0.307
MTR0001,2024-01-03 15:15:00,218.78,219.2,221.87,7.66,6.32,5.37,0.53,0.289
MTR0001,2024-01-03 15:30:00,217.84,222.94,219.68,7.75,6.31,5.14,0.536,0.298
MTR0001,2024-01-03 15:45:00,218.49,224.58,222.32,8.03,6.18,5.43,0.553,0.297
MTR0001,2024-01-03 16:00:00,220.61,223.87,219.32,7.24,5.79,5.07,0.503,0.273
MTR0001,2024-01-03 16:15:00,220.82,222.66,223.4,7.19,5.91,5.16,0.552,0.236
MTR0001,2024-01-03 16:30:00,218.13,222.08,220.74,7.23,6.03,4.94,0.506,0.292
MTR0001,2024-01-03 16:45:00,219.7,220.07,219.96,7.13,6.16,5.14,0.512,0.204
MTR0001,2024-01-03 17:00:00,222.59,220.13,220.8,6.86,5.72,4.66,0.541,0.193
MTR0001,2024-01-03 17:15:00,219.9,221.94,224.2,6.85,5.68,4.61,0.512,0.222
MTR0001,2024-01-03 17:30:00,222.38,220.1,220.92,6.83,5.9,5.17,0.528,0.269
MTR0001,2024-01-03 17:45:00,222.02,221.49,223.13,6.93,5.54,4.8,0.504,0.197
MTR0001,2024-01-03 18:00:00,221.46,222.77,222.19,6.55,5.2,4.46,0.471,0.236
MTR0001,2024-01-03 18:15:00,219.73,223.77,221.41,6.37,5.32,4.21,0.484,0.185
MTR0001,2024-01-03 18:30:00,220.81,220.61,222.55,6.36,5.27,4.28,0.44,0.215
MTR0001,2024-01-03 18:45:00,219.12,220.08,222.06,6.42,5.1,4.48,0.489,0.21
MTR0001,2024-01-03 19:00:00,220.25,221.82,218.84,5.87,4.64,3.82,0.44,0.182
MTR0001,2024-01-03 19:15:00,219.77,221.37,220.44,5.95,5.07,3.92,0.417,0.22
MTR0001,2024-01-03 19:30:00,221.04,222.35,223.18,6.03,4.74,3.82,0.427,0.175
MTR0001,2024-01-03 19:45:00,220.04,219.1,219.51,5.82,5.02,3.93,0.394,0.178
MTR0001,2024-01-03 20:00:00,218.56,220.62,221.37,5.14,4.28,3.56,0.379,0.168
