idmeter,timestamp,vr,vs,vt,ir,is,it,wh,varh
MTR0001,2024-01-01 09:30:00,221.11,222.82,221.73,6.45,5.3,7.88,0.578,0.234
MTR0001,2024-01-01 09:45:00,221.11,222.82,221.73,6.45,5.3,7.88,0.578,0.234
MTR0001,2024-01-01 10:00:00,214.82,213.32,213.01,4.23,9.18,6.9,0.509,0.261
MTR0001,2024-01-01 10:15:00,214.82,213.32,213.01,4.23,9.18,6.9,0.509,0.261
MTR0001,2024-01-01 10:30:00,214.82,213.32,213.01,4.23,9.18,6.9,0.509,0.261
MTR0001,2024-01-01 10:45:00,214.82,213.32,213.01,4.23,9.18,6.9,0.509,0.261
MTR0001,2024-01-01 11:00:00,227.9,231.87,230.79,4.47,9.08,7.26,0.654,0.239
MTR0001,2024-01-01 11:15:00,227.9,231.87,230.79,4.47,9.08,7.26,0.654,0.239
MTR0001,2024-01-01 11:30:00,227.9,231.87,230.79,4.47,9.08,7.26,0.654,0.239
MTR0001,2024-01-01 11:45:00,227.9,231.87,230.79,4.47,9.08,7.26,0.654,0.239
MTR0001,2024-01-01 12:00:00,213.46,214.63,215.67,5.76,7.98,7.03,0.584,0.289
MTR0001,2024-01-01 12:15:00,213.46,214.63,215.67,5.76,7.98,7.03,0.584,0.289
MTR0001,2024-01-01 12:30:00,213.46,214.63,215.67,5.76,7.98,7.03,0.584,0.289
MTR0001,2024-01-01 12:45:00,213.46,214.63,215.67,5.76,7.98,7.03,0.584,0.289
MTR0001,2024-01-01 13:00:00,231.7,234.87,230.55,4.31,8.87,7.2,0.594,0.302
MTR0001,2024-01-01 13:15:00,231.7,234.87,230.55,4.31,8.87,7.2,0.594,0.302
MTR0001,2024-01-01 13:30:00,231.7,234.87,230.55,4.31,8.87,7.2,0.594,0.302
MTR0001,2024-01-01 13:45:00,231.7,234.87,230.55,4.31,8.87,7.2,0.594,0.302
MTR0001,2024-01-01 14:00:00,230.73,226.68,227.99,6.18,7.06,6.91,0.588,0.268
MTR0001,2024-01-01 14:15:00,230.73,226.68,227.99,6.18,7.06,6.91,0.588,0.268
MTR0001,2024-01-01 14:30:00,230.73,226.68,227.99,6.18,7.06,6.91,0.588,0.268
MTR0001,2024-01-01 14:45:00,230.73,226.68,227.99,6.18,7.06,6.91,0.588,0.268
MTR0001,2024-01-01 15:00:00,219.78,216.92,221.58,6.39,5.58,7.49,0.585,0.27
MTR0001,2024-01-01 15:15:00,219.78,216.92,221.58,6.39,5.58,7.49,0.585,0.27
MTR0001,2024-01-01 15:30:00,219.78,216.92,221.58,6.39,5.58,7.49,0.585,0.27
MTR0001,2024-01-01 15:45:00,219.78,216.92,221.58,6.39,5.58,7.49,0.585,0.27
MTR0001,2024-01-01 16:00:00,220.91,220.37,219.9,7.23,6.15,4.78,0.537,0.192
MTR0001,2024-01-01 16:15:00,220.91,220.37,219.9,7.23,6.15,4.78,0.537,0.192
MTR0001,2024-01-01 16:30:00,220.91,220.37,219.9,7.23,6.15,4.78,0.537,0.192
MTR0001,2024-01-01 16:45:00,220.91,220.37,219.9,7.23,6.15,4.78,0.537,0.192
MTR0001,2024-01-01 17:00:00,223.75,225.06,225.04,3.4,7.88,5.66,0.514,0.196
MTR0001,2024-01-01 17:15:00,223.75,225.06,225.04,3.4,7.88,5.66,0.514,0.196
MTR0001,2024-01-01 17:30:00,223.75,225.06,225.04,3.4,7.88,5.66,0.514,0.196
MTR0001,2024-01-01 17:45:00,223.75,225.06,225.04,3.4,7.88,5.66,0.514,0.196
MTR0001,2024-01-01 18:00:00,227.88,227.78,226.86,3.46,7.24,5.51,0.495,0.184
MTR0001,2024-01-01 18:15:00,227.88,227.78,226.86,3.46,7.24,5.51,0.495,0.184
MTR0001,2024-01-01 18:30:00,227.88,227.78,226.86,3.46,7.24,5.51,0.495,0.184
MTR0001,2024-01-01 18:45:00,227.88,227.78,226.86,3.46,7.24,5.51,0.495,0.184
MTR0001,2024-01-01 19:00:00,229.94,229.96,227.68,4.99,4.23,5.42,0.433,0.217
MTR0001,2024-01-01 19:15:00,229.94,229.96,227.68,4.99,4.23,5.42,0.433,0.217
MTR0001,2024-01-01 19:30:00,229.94,229.96,227.68,4.99,4.23,5.42,0.433,0.217
MTR0001,2024-01-01 19:45:00,229.94,229.96,227.68,4.99,4.23,5.42,0.433,0.217
MTR0001,2024-01-01 20:00:00,222.76,220.25,220.26,4.55,2.88,6.0,0.341,0.225
MTR0001,2024-01-01 20:15:00,222.76,220.25,220.26,4.55,2.88,6.0,0.341,0.225
MTR0001,2024-01-01 20:30:00,222.76,220.25,220.26,4.55,2.88,6.0,0.341,0.225
MTR0001,2024-01-01 20:45:00,222.76,220.25,220.26,4.55,2.88,6.0,0.341,0.225
MTR0001,2024-01-01 21:00:00,211.36,211.96,212.11,5.27,4.08,3.12,0.373,0.131
MTR0001,2024-01-01 21:15:00,211.36,211.96,212.11,5.27,4.08,3.12,0.373,0.131
MTR0001,2024-01-01 21:30:00,211.36,211.96,212.11,5.27,4.08,3.12,0.373,0.131
MTR0001,2024-01-01 21:45:00,211.36,211.96,212.11,5.27,4.08,3.12,0.373,0.131
MTR0001,2024-01-01 22:00:00,221.34,224.01,224.13,5.43,3.89,2.5,0.368,0.137
MTR0001,2024-01-01 22:15:00,221.34,224.01,224.13,5.43,3.89,2.5,0.368,0.137
MTR0001,2024-01-01 22:30:00,221.34,224.01,224.13,5.43,3.89,2.5,0.368,0.137
MTR0001,2024-01-01 22:45:00,221.34,224.01,224.13,5.43,3.89,2.5,0.368,0.137
MTR0001,2024-01-01 23:00:00,222.64,222.46,228.03,3.87,2.32,5.52,0.342,0.2
MTR0001,2024-01-01 23:15:00,222.64,222.46,228.03,3.87,2.32,5.52,0.342,0.2
MTR0001,2024-01-01 23:30:00,222.64,222.46,228.03,3.87,2.32,5.52,0.342,0.2
MTR0001,2024-01-01 23:45:00,222.64,222.46,228.03,3.87,2.32,5.52,0.342,0.2
MTR0001,2024-01-02 00:00:00,214.56,214.81,216.71,2.71,2.54,2.43,0.19,0.113
MTR0001,2024-01-02 00:15:00,214.56,214.81,216.71,2.71,2.54,2.43,0.19,0.113
MTR0001,2024-01-02 00:30:00,214.56,214.81,216.71,2.71,2.54,2.43,0.19,0.113
MTR0001,2024-01-02 00:45:00,214.56,214.81,216.71,2.71,2.54,2.43,0.19,0.113
MTR0001,2024-01-02 01:00:00,224.22,225.46,223.68,1.42,3.74,2.77,0.227,0.139
MTR0001,2024-01-02 01:15:00,224.22,225.46,223.68,1.42,3.74,2.77,0.227,0.139
MTR0001,2024-01-02 01:30:00,224.22,225.46,223.68,1.42,3.74,2.77,0.227,0.139
MTR0001,2024-01-02 01:45:00,224.22,225.46,223.68,1.42,3.74,2.77,0.227,0.139
MTR0001,2024-01-02 02:00:00,222.99,222.08,224.7,2.53,2.59,2.7,0.246,0.086
MTR0001,2024-01-02 02:15:00,222.99,222.08,224.7,2.53,2.59,2.7,0.246,0.086
MTR0001,2024-01-02 02:30:00,222.99,222.08,224.7,2.53,2.59,2.7,0.246,0.086
MTR0001,2024-01-02 02:45:00,222.99,222.08,224.7,2.53,2.59,2.7,0.246,0.086
MTR0001,2024-01-02 03:00:00,223.15,223.5,222.96,2.52,1.9,3.39,0.235,0.106
MTR0001,2024-01-02 03:15:00,223.15,223.5,222.96,2.52,1.9,3.39,0.235,0.106
MTR0001,2024-01-02 03:30:00,223.15,223.5,222.96,2.52,1.9,3.39,0.235,0.106
MTR0001,2024-01-02 03:45:00,223.15,223.5,222.96,2.52,1.9,3.39,0.235,0.106
MTR0001,2024-01-02 04:00:00,211.5,212.25,210.59,2.39,1.7,3.56,0.209,0.103
MTR0001,2024-01-02 04:15:00,211.5,212.25,210.59,2.39,1.7,3.56,0.209,0.103
MTR0001,2024-01-02 04:30:00,211.5,212.25,210.59,2.39,1.7,3.56,0.209,0.103
MTR0001,2024-01-02 04:45:00,211.5,212.25,210.59,2.39,1.7,3.56,0.209,0.103
MTR0001,2024-01-02 05:00:00,229.16,230.29,227.74,1.95,3.02,2.77,0.226,0.113
MTR0001,2024-01-02 05:15:00,229.16,230.29,227.74,1.95,3.02,2.77,0.226,0.113
MTR0001,2024-01-02 05:30:00,229.16,230.29,227.74,1.95,3.02,2.77,0.226,0.113
MTR0001,2024-01-02 05:45:00,229.16,230.29,227.74,1.95,3.02,2.77,0.226,0.113
MTR0001,2024-01-02 06:00:00,219.17,218.77,218.25,8.1,4.98,2.71,0.455,0.185
MTR0001,2024-01-02 06:15:00,219.17,218.77,218.25,8.1,4.98,2.71,0.455,0.185
MTR0001,2024-01-02 06:30:00,219.17,218.77,218.25,8.1,4.98,2.71,0.455,0.185
MTR0001,2024-01-02 06:45:00,219.17,218.77,218.25,8.1,4.98,2.71,0.455,0.185
MTR0001,2024-01-02 07:00:00,223.29,222.04,223.06,5.62,4.74,6.94,0.521,0.202
MTR0001,2024-01-02 07:15:00,223.29,222.04,223.06,5.62,4.74,6.94,0.521,0.202
MTR0001,2024-01-02 07:30:00,223.29,222.04,223.06,5.62,4.74,6.94,0.521,0.202
MTR0001,2024-01-02 07:45:00,223.29,222.04,223.06,5.62,4.74,6.94,0.521,0.202
MTR0001,2024-01-02 08:00:00,230.52,229.71,232.33,6.11,4.58,7.58,0.521,0.287
MTR0001,2024-01-02 08:15:00,230.52,229.71,232.33,6.11,4.58,7.58,0.521,0.287
MTR0001,2024-01-02 08:30:00,230.52,229.71,232.33,6.11,4.58,7.58,0.521,0.287
MTR0001,2024-01-02 08:45:00,230.52,229.71,232.33,6.11,4.58,7.58,0.521,0.287
MTR0001,2024-01-02 09:00:00,224.75,225.21,225.27,9.08,6.31,4.15,0.613,0.262
MTR0001,2024-01-02 09:15:00,224.75,225.21,225.27,9.08,6.31,4.15,0.613,0.262
MTR0001,2024-01-02 09:30:00,224.75,225.21,225.27,9.08,6.31,4.15,0.613,0.262
MTR0001,2024-01-02 09:45:00,224.75,225.21,225.27,9.08,6.31,4.15,0.613,0.262
MTR0001,2024-01-02 10:00:00,208.97,213.15,211.32,5.07,8.2,7.12,0.536,0.317
MTR0001,2024-01-02 10:15:00,208.97,213.15,211.32,5.07,8.2,7.12,0.536,0.317
MTR0001,2024-01-02 10:30:00,208.97,213.15,211.32,5.07,8.2,7.12,0.536,0.317
MTR0001,2024-01-02 10:45:00,208.97,213.15,211.32,5.07,8.2,7.12,0.536,0.317
MTR0001,2024-01-02 11:00:00,209.81,213.02,211.76,8.04,6.69,6.08,0.569,0.22
MTR0001,2024-01-02 11:15:00,209.81,213.02,211.76,8.04,6.69,6.08,0.569,0.22
MTR0001,2024-01-02 11:30:00,209.81,213.02,211.76,8.04,6.69,6.08,0.569,0.22
MTR0001,2024-01-02 11:45:00,209.81,213.02,211.76,8.04,6.69,6.08,0.569,0.22
MTR0001,2024-01-02 12:00:00,219.9,224.62,225.47,3.86,9.49,7.37,0.644,0.223
MTR0001,2024-01-02 12:15:00,219.9,224.62,225.47,3.86,9.49,7.37,0.644,0.223
MTR0001,2024-01-02 12:30:00,219.9,224.62,225.47,3.86,9.49,7.37,0.644,0.223
MTR0001,2024-01-02 12:45:00,219.9,224.62,225.47,3.86,9.49,7.37,0.644,0.223
MTR0001,2024-01-02 13:00:00,221.28,221.12,223.14,5.08,8.39,6.89,0.607,0.243
MTR0001,2024-01-02 13:15:00,221.28,221.12,223.14,5.08,8.39,6.89,0.607,0.243
MTR0001,2024-01-02 13:30:00,221.28,221.12,223.14,5.08,8.39,6.89,0.607,0.243
MTR0001,2024-01-02 13:45:00,221.28,221.12,223.14,5.08,8.39,6.89,0.607,0.243
MTR0001,2024-01-02 14:00:00,216.67,216.91,214.85,9.03,6.38,4.33,0.537,0.303
MTR0001,2024-01-02 14:15:00,216.67,216.91,214.85,9.03,6.38,4.33,0.537,0.303
MTR0001,2024-01-02 14:30:00,216.67,216.91,214.85,9.03,6.38,4.33,0.537,0.303
MTR0001,2024-01-02 14:45:00,216.67,216.91,214.85,9.03,6.38,4.33,0.537,0.303
MTR0001,2024-01-02 15:00:00,229.03,231.23,230.38,5.48,7.6,6.56,0.597,0.267
MTR0001,2024-01-02 15:15:00,229.03,231.23,230.38,5.48,7.6,6.56,0.597,0.267
MTR0001,2024-01-02 15:30:00,229.03,231.23,230.38,5.48,7.6,6.56,0.597,0.267
MTR0001,2024-01-02 15:45:00,229.03,231.23,230.38,5.48,7.6,6.56,0.597,0.267
MTR0001,2024-01-02 16:00:00,223.36,226.63,223.57,6.11,4.12,8.12,0.562,0.245
MTR0001,2024-01-02 16:15:00,223.36,226.63,223.57,6.11,4.12,8.12,0.562,0.245
MTR0001,2024-01-02 16:30:00,223.36,226.63,223.57,6.11,4.12,8.12,0.562,0.245
MTR0001,2024-01-02 16:45:00,223.36,226.63,223.57,6.11,4.12,8.12,0.562,0.245
MTR0001,2024-01-02 17:00:00,227.79,229.71,228.62,5.55,4.09,7.34,0.476,0.293
MTR0001,2024-01-02 17:15:00,227.79,229.71,228.62,5.55,4.09,7.34,0.476,0.293
MTR0001,2024-01-02 17:30:00,227.79,229.71,228.62,5.55,4.09,7.34,0.476,0.293
MTR0001,2024-01-02 17:45:00,227.79,229.71,228.62,5.55,4.09,7.34,0.476,0.293
MTR0001,2024-01-02 18:00:00,218.79,218.93,219.61,5.39,3.61,7.06,0.472,0.17
MTR0001,2024-01-02 18:15:00,218.79,218.93,219.61,5.39,3.61,7.06,0.472,0.17
MTR0001,2024-01-02 18:30:00,218.79,218.93,219.61,5.39,3.61,7.06,0.472,0.17
MTR0001,2024-01-02 18:45:00,218.79,218.93,219.61,5.39,3.61,7.06,0.472,0.17
MTR0001,2024-01-02 19:00:00,223.65,223.79,223.82,4.77,2.76,7.16,0.403,0.234
MTR0001,2024-01-02 19:15:00,223.65,223.79,223.82,4.77,2.76,7.16,0.403,0.234
MTR0001,2024-01-02 19:30:00,223.65,223.79,223.82,4.77,2.76,7.16,0.403,0.234
MTR0001,2024-01-02 19:45:00,223.65,223.79,223.82,4.77,2.76,7.16,0.403,0.234
MTR0001,2024-01-02 20:00:00,230.38,229.88,230.01,6.89,4.3,2.45,0.457,0.143
MTR0001,2024-01-02 20:15:00,230.38,229.88,230.01,6.89,4.3,2.45,0.457,0.143
MTR0001,2024-01-02 20:30:00,230.38,229.88,230.01,6.89,4.3,2.45,0.457,0.143
MTR0001,2024-01-02 20:45:00,230.38,229.88,230.01,6.89,4.3,2.45,0.457,0.143
MTR0001,2024-01-02 21:00:00,218.02,219.55,217.45,4.16,1.98,6.18,0.314,0.192
MTR0001,2024-01-02 21:15:00,218.02,219.55,217.45,4.16,1.98,6.18,0.314,0.192
MTR0001,2024-01-02 21:30:00,218.02,219.55,217.45,4.16,1.98,6.18,0.314,0.192
MTR0001,2024-01-02 21:45:00,218.02,219.55,217.45,4.16,1.98,6.18,0.314,0.192
MTR0001,2024-01-02 22:00:00,231.75,231.97,229.81,5.01,3.91,2.64,0.356,0.185
MTR0001,2024-01-02 22:15:00,231.75,231.97,229.81,5.01,3.91,2.64,0.356,0.185
MTR0001,2024-01-02 22:30:00,231.75,231.97,229.81,5.01,3.91,2.64,0.356,0.185
MTR0001,2024-01-02 22:45:00,231.75,231.97,229.81,5.01,3.91,2.64,0.356,0.185
MTR0001,2024-01-02 23:00:00,215.67,214.9,214.73,3.72,3.34,4.34,0.32,0.162
MTR0001,2024-01-02 23:15:00,215.67,214.9,214.73,3.72,3.34,4.34,0.32,0.162
MTR0001,2024-01-02 23:30:00,215.67,214.9,214.73,3.72,3.34,4.34,0.32,0.162
MTR0001,2024-01-02 23:45:00,215.67,214.9,214.73,3.72,3.34,4.34,0.32,0.162
MTR0001,2024-01-03 00:00:00,230.21,230.53,230.33,2.53,2.97,3.0,0.231,0.112
MTR0001,2024-01-03 00:15:00,230.21,230.53,230.33,2.53,2.97,3.0,0.231,0.112
MTR0001,2024-01-03 00:30:00,230.21,230.53,230.33,2.53,2.97,3.0,0.231,0.112
MTR0001,2024-01-03 00:45:00,230.21,230.53,230.33,2.53,2.97,3.0,0.231,0.112
MTR0001,2024-01-03 01:00:00,221.42,221.29,224.03,2.3,1.48,3.95,0.193,0.116
MTR0001,2024-01-03 01:15:00,221.42,221.29,224.03,2.3,1.48,3.95,0.193,0.116
MTR0001,2024-01-03 01:30:00,221.42,221.29,224.03,2.3,1.48,3.95,0.193,0.116
MTR0001,2024-01-03 01:45:00,221.42,221.29,224.03,2.3,1.48,3.95,0.193,0.116
MTR0001,2024-01-03 02:00:00,214.68,215.22,214.48,2.77,1.73,3.73,0.218,0.103
MTR0001,2024-01-03 02:15:00,214.68,215.22,214.48,2.77,1.73,3.73,0.218,0.103
MTR0001,2024-01-03 02:30:00,214.68,215.22,214.48,2.77,1.73,3.73,0.218,0.103
MTR0001,2024-01-03 02:45:00,214.68,215.22,214.48,2.77,1.73,3.73,0.218,0.103
MTR0001,2024-01-03 03:00:00,228.59,229.56,229.87,1.7,3.33,2.58,0.224,0.095
MTR0001,2024-01-03 03:15:00,228.59,229.56,229.87,1.7,3.33,2.58,0.224,0.095
MTR0001,2024-01-03 03:30:00,228.59,229.56,229.87,1.7,3.33,2.58,0.224,0.095
MTR0001,2024-01-03 03:45:00,228.59,229.56,229.87,1.7,3.33,2.58,0.224,0.095
MTR0001,2024-01-03 04:00:00,222.87,222.51,226.11,2.26,1.9,3.55,0.205,0.123
MTR0001,2024-01-03 04:15:00,222.87,222.51,226.11,2.26,1.9,3.55,0.205,0.123
MTR0001,2024-01-03 04:30:00,222.87,222.51,226.11,2.26,1.9,3.55,0.205,0.123
MTR0001,2024-01-03 04:45:00,222.87,222.51,226.11,2.26,1.9,3.55,0.205,0.123
MTR0001,2024-01-03 05:00:00,222.26,222.62,224.98,2.8,2.58,2.99,0.212,0.114
MTR0001,2024-01-03 05:15:00,222.26,222.62,224.98,2.8,2.58,2.99,0.212,0.114
MTR0001,2024-01-03 05:30:00,222.26,222.62,224.98,2.8,2.58,2.99,0.212,0.114
MTR0001,2024-01-03 05:45:00,222.26,222.62,224.98,2.8,2.58,2.99,0.212,0.114
MTR0001,2024-01-03 06:00:00,228.36,234.06,227.74,6.46,5.05,4.3,0.5,0.178
MTR0001,2024-01-03 06:15:00,228.36,234.06,227.74,6.46,5.05,4.3,0.5,0.178
MTR0001,2024-01-03 06:30:00,228.36,234.06,227.74,6.46,5.05,4.3,0.5,0.178
MTR0001,2024-01-03 06:45:00,228.36,234.06,227.74,6.46,5.05,4.3,0.5,0.178
MTR0001,2024-01-03 07:00:00,224.44,223.82,224.61,5.61,3.19,8.29,0.462,0.286
MTR0001,2024-01-03 07:15:00,224.44,223.82,224.61,5.61,3.19,8.29,0.462,0.286
MTR0001,2024-01-03 07:30:00,224.44,223.82,224.61,5.61,3.19,8.29,0.462,0.286
MTR0001,2024-01-03 07:45:00,224.44,223.82,224.61,5.61,3.19,8.29,0.462,0.286
MTR0001,2024-01-03 08:00:00,210.36,209.76,209.28,6.01,5.2,7.15,0.531,0.276
MTR0001,2024-01-03 08:15:00,210.36,209.76,209.28,6.01,5.2,7.15,0.531,0.276
MTR0001,2024-01-03 08:30:00,210.36,209.76,209.28,6.01,5.2,7.15,0.531,0.276
MTR0001,2024-01-03 08:45:00,210.36,209.76,209.28,6.01,5.2,7.15,0.531,0.276
MTR0001,2024-01-03 09:00:00,229.49,230.54,229.56,4.47,8.53,6.76,0.573,0.326
MTR0001,2024-01-03 09:15:00,229.49,230.54,229.56,4.47,8.53,6.76,0.573,0.326
MTR0001,2024-01-03 09:30:00,229.49,230.54,229.56,4.47,8.53,6.76,0.573,0.326
MTR0001,2024-01-03 09:45:00,229.49,230.54,229.56,4.47,8.53,6.76,0.573,0.326
MTR0001,2024-01-03 10:00:00,217.09,219.78,219.01,8.77,6.52,4.35,0.584,0.213
MTR0001,2024-01-03 10:15:00,217.09,219.78,219.01,8.77,6.52,4.35,0.584,0.213
MTR0001,2024-01-03 10:30:00,217.09,219.78,219.01,8.77,6.52,4.35,0.584,0.213
MTR0001,2024-01-03 10:45:00,217.09,219.78,219.01,8.77,6.52,4.35,0.584,0.213
MTR0001,2024-01-03 11:00:00,231.5,232.28,233.15,3.29,10.03,6.92,0.639,0.231
MTR0001,2024-01-03 11:15:00,231.5,232.28,233.15,3.29,10.03,6.92,0.639,0.231
MTR0001,2024-01-03 11:30:00,231.5,232.28,233.15,3.29,10.03,6.92,0.639,0.231
MTR0001,2024-01-03 11:45:00,231.5,232.28,233.15,3.29,10.03,6.92,0.639,0.231
MTR0001,2024-01-03 12:00:00,220.23,217.84,220.84,7.99,6.75,5.44,0.581,0.209
MTR0001,2024-01-03 12:15:00,220.23,217.84,220.84,7.99,6.75,5.44,0.581,0.209
MTR0001,2024-01-03 12:30:00,220.23,217.84,220.84,7.99,6.75,5.44,0.581,0.209
MTR0001,2024-01-03 12:45:00,220.23,217.84,220.84,7.99,6.75,5.44,0.581,0.209
MTR0001,2024-01-03 13:00:00,214.02,216.12,216.16,6.16,7.21,7.17,0.567,0.314
MTR0001,2024-01-03 13:15:00,214.02,216.12,216.16,6.16,7.21,7.17,0.567,0.314
MTR0001,2024-01-03 13:30:00,214.02,216.12,216.16,6.16,7.21,7.17,0.567,0.314
MTR0001,2024-01-03 13:45:00,214.02,216.12,216.16,6.16,7.21,7.17,0.567,0.314
MTR0001,2024-01-03 14:00:00,224.12,225.91,225.27,6.43,6.9,6.93,0.554,0.332
MTR0001,2024-01-03 14:15:00,224.12,225.91,225.27,6.43,6.9,6.93,0.554,0.332
MTR0001,2024-01-03 14:30:00,224.12,225.91,225.27,6.43,6.9,6.93,0.554,0.332
MTR0001,2024-01-03 14:45:00,224.12,225.91,225.27,6.43,6.9,6.93,0.554,0.332
MTR0001,2024-01-03 15:00:00,229.52,229.72,228.02,7.6,6.38,5.75,0.601,0.294
MTR0001,2024-01-03 15:15:00,229.52,229.72,228.02,7.6,6.38,5.75,0.601,0.294
MTR0001,2024-01-03 15:30:00,229.52,229.72,228.02,7.6,6.38,5.75,0.601,0.294
MTR0001,2024-01-03 15:45:00,229.52,229.72,228.02,7.6,6.38,5.75,0.601,0.294
MTR0001,2024-01-03 16:00:00,218.67,221.07,221.78,5.89,3.8,8.66,0.517,0.295
MTR0001,2024-01-03 16:15:00,218.67,221.07,221.78,5.89,3.8,8.66,0.517,0.295
MTR0001,2024-01-03 16:30:00,218.67,221.07,221.78,5.89,3.8,8.66,0.517,0.295
MTR0001,2024-01-03 16:45:00,218.67,221.07,221.78,5.89,3.8,8.66,0.517,0.295
MTR0001,2024-01-03 17:00:00,221.34,222.34,220.81,5.87,2.89,9.06,0.508,0.262
MTR0001,2024-01-03 17:15:00,221.34,222.34,220.81,5.87,2.89,9.06,0.508,0.262
MTR0001,2024-01-03 17:30:00,221.34,222.34,220.81,5.87,2.89,9.06,0.508,0.262
MTR0001,2024-01-03 17:45:00,221.34,222.34,220.81,5.87,2.89,9.06,0.508,0.262
MTR0001,2024-01-03 18:00:00,222.37,222.54,224.21,3.93,6.44,5.22,0.47,0.248
MTR0001,2024-01-03 18:15:00,222.37,222.54,224.21,3.93,6.44,5.22,0.47,0.248
MTR0001,2024-01-03 18:30:00,222.37,222.54,224.21,3.93,6.44,5.22,0.47,0.248
MTR0001,2024-01-03 18:45:00,222.37,222.54,224.21,3.93,6.44,5.22,0.47,0.248
MTR0001,2024-01-03 19:00:00,216.51,221.71,221.08,4.74,3.35,6.36,0.401,0.245
MTR0001,2024-01-03 19:15:00,216.51,221.71,221.08,4.74,3.35,6.36,0.401,0.245
MTR0001,2024-01-03 19:30:00,216.51,221.71,221.08,4.74,3.35,6.36,0.401,0.245
MTR0001,2024-01-03 19:45:00,216.51,221.71,221.08,4.74,3.35,6.36,0.401,0.245
MTR0001,2024-01-03 20:00:00,217.63,216.29,216.76,6.3,4.19,2.75,0.37,0.136
