idmeter,timestamp,vr,vs,vt,ir,is,it,wh,varh
MTR0001,2024-01-02 09:45:00,217.93,222.2,223.77,6.48,6.21,6.37,0.536,0.304
MTR0001,2024-01-02 10:00:00,220.96,219.6,220.6,6.66,6.31,6.93,0.627,0.204
MTR0001,2024-01-02 10:15:00,219.93,221.7,222.21,6.63,6.73,6.92,0.594,0.221
MTR0001,2024-01-02 10:30:00,218.7,224.22,219.63,6.51,6.44,7.0,0.629,0.226
MTR0001,2024-01-02 10:45:00,221.16,220.43,224.83,6.43,6.63,6.76,0.591,0.222
MTR0001,2024-01-02 11:00:00,220.87,221.38,222.95,7.1,6.62,6.82,0.604,0.273
MTR0001,2024-01-02 11:15:00,221.42,220.44,219.35,6.48,6.85,7.19,0.631,0.214
MTR0001,2024-01-02 11:30:00,220.23,221.29,220.63,6.62,6.61,6.85,0.533,0.33
MTR0001,2024-01-02 11:45:00,219.87,222.65,223.05,6.79,6.78,7.35,0.615,0.309
MTR0001,2024-01-02 12:00:00,223.31,222.23,220.44,6.82,6.84,7.1,0.557,0.334
MTR0001,2024-01-02 12:15:00,219.43,221.72,223.88,6.78,6.96,6.9,0.592,0.242
MTR0001,2024-01-02 12:30:00,222.62,221.81,224.98,6.88,6.79,7.04,0.586,0.34
MTR0001,2024-01-02 12:45:00,219.19,220.27,220.44,6.79,6.77,7.19,0.558,0.302
MTR0001,2024-01-02 13:00:00,221.38,225.34,221.49,6.9,6.72,7.01,0.6,0.308
MTR0001,2024-01-02 13:15:00,220.04,221.25,219.72,6.72,6.55,7.23,0.639,0.211
MTR0001,2024-01-02 13:30:00,220.76,222.83,223.59,6.86,6.71,6.83,0.575,0.294
MTR0001,2024-01-02 13:45:00,221.56,221.68,218.8,6.67,6.27,7.07,0.525,0.328
MTR0001,2024-01-02 14:00:00,223.1,223.43,221.18,6.84,6.57,6.82,0.605,0.204
MTR0001,2024-01-02 14:15:00,220.25,220.54,221.95,6.52,6.55,6.76,0.609,0.204
MTR0001,2024-01-02 14:30:00,222.22,219.37,217.67,6.75,6.35,6.83,0.585,0.291
MTR0001,2024-01-02 14:45:00,222.12,222.74,221.46,6.59,6.49,6.86,0.549,0.31
MTR0001,2024-01-02 15:00:00,218.58,221.88,221.48,6.45,6.32,6.46,0.525,0.272
MTR0001,2024-01-02 15:15:00,222.55,220.31,218.05,6.3,6.17,6.26,0.54,0.226
MTR0001,2024-01-02 15:30:00,219.89,224.34,222.52,6.29,6.63,6.52,0.576,0.254
MTR0001,2024-01-02 15:45:00,219.84,221.85,219.71,6.37,6.32,6.86,0.564,0.248
MTR0001,2024-01-02 16:00:00,218.78,220.14,223.3,5.94,5.82,6.35,0.506,0.284
MTR0001,2024-01-02 16:15:00,219.63,222.92,222.41,6.23,5.79,6.19,0.529,0.298
MTR0001,2024-01-02 16:30:00,221.48,224.85,220.53,6.18,5.99,6.31,0.553,0.251
MTR0001,2024-01-02 16:45:00,219.52,222.14,222.34,6.01,5.89,6.08,0.554,0.253
MTR0001,2024-01-02 17:00:00,220.47,221.18,221.96,5.78,5.73,5.79,0.534,0.19
MTR0001,2024-01-02 17:15:00,222.62,221.39,222.83,5.77,5.45,5.95,0.506,0.232
MTR0001,2024-01-02 17:30:00,220.01,222.48,223.36,5.66,5.65,6.13,0.47,0.233
MTR0001,2024-01-02 17:45:00,223.52,222.54,221.99,5.79,5.51,5.94,0.493,0.242
MTR0001,2024-01-02 18:00:00,219.93,222.48,224.0,5.31,5.02,5.52,0.455,0.243
MTR0001,2024-01-02 18:15:00,218.63,219.94,220.82,5.13,5.08,5.14,0.453,0.193
MTR0001,2024-01-02 18:30:00,218.67,218.96,219.21,5.44,5.12,5.83,0.476,0.206
MTR0001,2024-01-02 18:45:00,223.59,224.43,223.95,5.39,5.11,5.57,0.468,0.188
MTR0001,2024-01-02 19:00:00,220.54,220.92,222.54,4.99,4.81,5.25,0.421,0.211
MTR0001,2024-01-02 19:15:00,219.54,221.4,222.22,4.64,4.82,5.11,0.439,0.213
MTR0001,2024-01-02 19:30:00,220.46,220.16,220.94,5.01,5.08,5.26,0.396,0.236
MTR0001,2024-01-02 19:45:00,220.01,222.76,218.66,4.87,4.95,5.0,0.451,0.166
MTR0001,2024-01-02 20:00:00,219.05,217.29,221.46,4.73,4.67,4.56,0.416,0.161
MTR0001,2024-01-02 20:15:00,221.39,220.74,222.03,4.48,4.27,4.5,0.366,0.207
MTR0001,2024-01-02 20:30:00,222.17,220.4,223.74,4.42,4.42,4.52,0.367,0.218
MTR0001,2024-01-02 20:45:00,218.16,220.06,221.87,4.48,4.53,4.65,0.339,0.222
MTR0001,2024-01-02 21:00:00,221.99,219.72,221.94,3.93,4.17,4.29,0.344,0.162
MTR0001,2024-01-02 21:15:00,220.16,220.79,222.45,4.07,4.25,4.69,0.366,0.214
MTR0001,2024-01-02 21:30:00,221.06,221.05,220.26,4.15,3.94,3.86,0.321,0.2
MTR0001,2024-01-02 21:45:00,223.45,220.05,220.43,4.15,4.31,4.3,0.352,0.177
MTR0001,2024-01-02 22:00:00,220.08,220.17,221.68,4.13,3.9,4.0,0.352,0.135
MTR0001,2024-01-02 22:15:00,221.28,221.55,221.41,3.78,3.86,4.17,0.345,0.161
MTR0001,2024-01-02 22:30:00,220.16,223.32,221.67,3.67,3.99,3.93,0.36,0.158
MTR0001,2024-01-02 22:45:00,221.95,221.31,219.67,3.9,4.0,4.13,0.332,0.179
MTR0001,2024-01-02 23:00:00,219.37,222.24,224.59,3.57,3.7,4.08,0.35,0.117
MTR0001,2024-01-02 23:15:00,222.52,223.75,219.72,3.69,3.7,3.83,0.336,0.156
MTR0001,2024-01-02 23:30:00,221.09,221.07,222.01,3.68,3.72,4.07,0.332,0.133
MTR0001,2024-01-02 23:45:00,220.55,223.56,221.36,3.39,3.62,4.02,0.323,0.178
MTR0001,2024-01-03 00:00:00,220.44,221.05,220.91,2.49,2.84,2.68,0.203,0.109
MTR0001,2024-01-03 00:15:00,220.65,223.44,221.56,2.65,2.66,2.61,0.214,0.12
MTR0001,2024-01-03 00:30:00,221.22,221.21,222.38,2.55,2.73,2.52,0.191,0.099
MTR0001,2024-01-03 00:45:00,222.34,219.62,222.59,2.73,2.42,2.85,0.254,0.096
MTR0001,2024-01-03 01:00:00,220.6,220.14,223.16,2.61,2.27,2.85,0.23,0.074
MTR0001,2024-01-03 01:15:00,220.47,222.23,220.85,2.74,2.63,2.77,0.223,0.101
MTR0001,2024-01-03 01:30:00,220.0,222.81,222.05,2.9,2.57,2.67,0.184,0.135
MTR0001,2024-01-03 01:45:00,218.39,222.77,223.08,2.5,2.66,2.86,0.231,0.106
MTR0001,2024-01-03 02:00:00,220.91,223.34,220.11,2.66,2.75,2.8,0.259,0.104
MTR0001,2024-01-03 02:15:00,218.08,220.57,223.71,2.57,2.73,2.76,0.262,0.122
MTR0001,2024-01-03 02:30:00,223.26,222.71,221.61,2.38,2.56,2.6,0.226,0.107
MTR0001,2024-01-03 02:45:00,223.02,222.52,224.94,2.64,2.58,2.7,0.214,0.118
MTR0001,2024-01-03 03:00:00,220.16,220.56,219.39,2.61,2.37,2.84,0.212,0.122
MTR0001,2024-01-03 03:15:00,222.43,220.73,222.22,3.03,2.66,2.7,0.243,0.119
MTR0001,2024-01-03 03:30:00,220.32,220.41,223.11,2.63,2.89,2.72,0.242,0.079
MTR0001,2024-01-03 03:45:00,218.73,218.81,222.75,2.6,2.72,2.95,0.222,0.125
MTR0001,2024-01-03 04:00:00,223.22,222.95,221.1,2.49,2.28,2.62,0.235,0.118
MTR0001,2024-01-03 04:15:00,221.57,221.35,223.34,2.8,2.78,2.46,0.233,0.137
MTR0001,2024-01-03 04:30:00,222.23,222.03,220.58,2.68,2.43,2.74,0.18,0.129
MTR0001,2024-01-03 04:45:00,224.82,220.87,218.56,2.73,2.73,2.92,0.237,0.104
MTR0001,2024-01-03 05:00:00,219.01,222.98,223.0,2.52,2.81,2.69,0.203,0.089
MTR0001,2024-01-03 05:15:00,218.05,223.36,223.88,2.74,2.45,2.95,0.204,0.129
MTR0001,2024-01-03 05:30:00,220.34,222.77,223.47,2.83,2.52,2.69,0.252,0.111
MTR0001,2024-01-03 05:45:00,218.36,223.51,224.34,2.56,2.59,2.55,0.221,0.129
MTR0001,2024-01-03 06:00:00,220.15,221.44,221.37,5.19,5.16,5.69,0.448,0.245
MTR0001,2024-01-03 06:15:00,221.16,222.96,219.19,5.03,5.28,5.14,0.461,0.258
MTR0001,2024-01-03 06:30:00,221.76,222.35,218.8,5.17,5.08,5.36,0.401,0.253
MTR0001,2024-01-03 06:45:00,220.89,222.34,222.94,4.98,5.17,5.28,0.401,0.201
MTR0001,2024-01-03 07:00:00,222.45,224.54,219.66,5.73,5.53,5.86,0.462,0.243
MTR0001,2024-01-03 07:15:00,221.2,224.25,220.96,5.7,5.5,6.0,0.525,0.192
MTR0001,2024-01-03 07:30:00,222.49,221.52,218.84,5.85,5.47,5.78,0.51,0.193
MTR0001,2024-01-03 07:45:00,224.87,221.2,223.29,5.61,5.67,6.1,0.525,0.181
MTR0001,2024-01-03 08:00:00,220.51,223.3,222.39,5.6,6.08,6.3,0.53,0.3
MTR0001,2024-01-03 08:15:00,222.23,223.25,220.89,5.93,6.15,6.19,0.533,0.283
MTR0001,2024-01-03 08:30:00,221.89,222.37,220.54,6.1,6.1,6.38,0.556,0.241
MTR0001,2024-01-03 08:45:00,219.65,221.92,220.27,6.03,5.73,6.02,0.469,0.291
MTR0001,2024-01-03 09:00:00,217.96,221.92,221.5,6.24,6.4,6.75,0.524,0.316
MTR0001,2024-01-03 09:15:00,219.3,220.45,222.81,6.27,6.28,6.71,0.572,0.198
MTR0001,2024-01-03 09:30:00,221.75,219.74,221.59,6.41,6.51,6.41,0.532,0.317
MTR0001,2024-01-03 09:45:00,224.08,219.66,220.53,6.39,6.14,6.72,0.576,0.242
MTR0001,2024-01-03 10:00:00,222.39,225.74,222.09,6.54,6.55,6.6,0.564,0.299
MTR0001,2024-01-03 10:15:00,219.86,221.62,222.93,6.46,6.42,7.03,0.521,0.321
MTR0001,2024-01-03 10:30:00,220.09,222.91,221.89,6.64,6.68,6.85,0.571,0.307
MTR0001,2024-01-03 10:45:00,223.15,219.61,222.28,6.49,6.58,6.88,0.593,0.242
MTR0001,2024-01-03 11:00:00,219.87,221.13,222.42,6.95,6.69,6.96,0.565,0.214
MTR0001,2024-01-03 11:15:00,218.64,221.29,219.39,6.56,6.89,6.98,0.618,0.224
MTR0001,2024-01-03 11:30:00,222.36,221.49,222.51,6.61,6.47,7.15,0.586,0.331
MTR0001,2024-01-03 11:45:00,222.41,219.55,223.82,6.66,6.74,7.01,0.563,0.311
MTR0001,2024-01-03 12:00:00,220.86,220.1,222.61,6.75,6.73,6.94,0.602,0.273
MTR0001,2024-01-03 12:15:00,220.68,221.62,222.31,6.82,7.06,7.12,0.606,0.321
MTR0001,2024-01-03 12:30:00,221.46,221.63,222.51,6.91,6.71,7.0,0.582,0.342
MTR0001,2024-01-03 12:45:00,217.56,221.98,222.98,6.62,6.86,7.19,0.558,0.289
MTR0001,2024-01-03 13:00:00,220.65,219.14,221.24,7.02,6.71,7.06,0.622,0.211
MTR0001,2024-01-03 13:15:00,219.81,220.7,222.01,6.62,6.77,7.24,0.579,0.336
MTR0001,2024-01-03 13:30:00,223.17,220.08,220.28,6.58,6.67,7.1,0.589,0.29
MTR0001,2024-01-03 13:45:00,219.17,221.37,221.56,6.86,6.71,6.79,0.591,0.255
MTR0001,2024-01-03 14:00:00,220.53,223.66,218.18,6.84,6.34,6.83,0.554,0.333
MTR0001,2024-01-03 14:15:00,220.87,222.1,220.86,6.37,6.44,6.89,0.583,0.258
MTR0001,2024-01-03 14:30:00,219.84,222.33,224.21,6.59,6.66,6.67,0.59,0.249
MTR0001,2024-01-03 14:45:00,220.79,223.94,222.43,6.58,6.65,6.68,0.575,0.31
MTR0001,2024-01-03 15:00:00,220.09,222.0,220.84,6.35,6.62,6.57,0.522,0.308
MTR0001,2024-01-03 15:15:00,218.78,219.2,221.87,6.39,6.32,6.69,0.532,0.29
MTR0001,2024-01-03 15:30:00,217.84,222.94,219.68,6.47,6.31,6.46,0.538,0.298
MTR0001,2024-01-03 15:45:00,218.49,224.58,222.32,6.76,6.18,6.75,0.554,0.298
MTR0001,2024-01-03 16:00:00,220.61,223.87,219.32,6.04,5.79,6.32,0.505,0.274
MTR0001,2024-01-03 16:15:00,220.82,222.66,223.4,5.98,5.91,6.41,0.553,0.237
MTR0001,2024-01-03 16:30:00,218.13,222.08,220.74,6.03,6.03,6.19,0.507,0.293
MTR0001,2024-01-03 16:45:00,219.7,220.07,219.96,5.93,6.16,6.39,0.514,0.205
MTR0001,2024-01-03 17:00:00,222.59,220.13,220.8,5.73,5.72,5.84,0.543,0.193
MTR0001,2024-01-03 17:15:00,219.9,221.94,224.2,5.72,5.68,5.79,0.513,0.223
MTR0001,2024-01-03 17:30:00,222.38,220.1,220.92,5.7,5.9,6.34,0.529,0.269
MTR0001,2024-01-03 17:45:00,222.02,221.49,223.13,5.8,5.54,5.97,0.506,0.198
MTR0001,2024-01-03 18:00:00,221.46,222.77,222.19,5.5,5.2,5.55,0.472,0.237
MTR0001,2024-01-03 18:15:00,219.73,223.77,221.41,5.32,5.32,5.3,0.485,0.185
MTR0001,2024-01-03 18:30:00,220.81,220.61,222.55,5.31,5.27,5.37,0.442,0.215
MTR0001,2024-01-03 18:45:00,219.12,220.08,222.06,5.37,5.1,5.57,0.49,0.21
MTR0001,2024-01-03 19:00:00,220.25,221.82,218.84,4.9,4.64,4.82,0.441,0.183
MTR0001,2024-01-03 19:15:00,219.77,221.37,220.44,4.98,5.07,4.93,0.418,0.221
MTR0001,2024-01-03 19:30:00,221.04,222.35,223.18,5.06,4.74,4.83,0.428,0.176
MTR0001,2024-01-03 19:45:00,220.04,219.1,219.51,4.85,5.02,4.93,0.395,0.179
MTR0001,2024-01-03 20:00:00,218.56,220.62,221.37,4.25,4.28,4.48,0.38,0.168
