idmeter,timestamp,vr,vs,vt,ir,is,it,wh,varh
MTR0001,2024-01-01 20:45:00,218.36,222.43,224.51,6.36,4.35,2.86,0.375,0.233
MTR0001,2024-01-01 21:00:00,223.3,223.12,218.74,5.6,4.0,2.58,0.331,0.196
MTR0001,2024-01-01 21:15:00,218.65,222.47,219.21,5.67,4.3,2.44,0.328,0.201
MTR0001,2024-01-01 21:30:00,221.54,221.88,220.21,5.9,4.01,2.59,0.325,0.179
MTR0001,2024-01-01 21:45:00,220.27,221.96,221.77,5.74,4.39,2.57,0.377,0.179
MTR0001,2024-01-01 22:00:00,221.75,223.06,222.43,5.2,3.74,2.38,0.316,0.121
MTR0001,2024-01-01 22:15:00,222.4,221.78,222.73,5.53,4.04,2.58,0.363,0.13
MTR0001,2024-01-01 22:30:00,221.44,221.91,221.91,5.25,3.69,2.58,0.37,0.123
MTR0001,2024-01-01 22:45:00,220.1,222.93,219.39,5.52,3.69,2.61,0.344,0.143
MTR0001,2024-01-01 23:00:00,222.97,221.89,223.05,5.0,3.73,2.46,0.328,0.175
MTR0001,2024-01-01 23:15:00,222.63,220.57,220.74,4.85,3.83,2.37,0.326,0.119
MTR0001,2024-01-01 23:30:00,223.17,220.82,220.87,5.18,3.49,2.18,0.267,0.159
MTR0001,2024-01-01 23:45:00,219.19,222.62,221.25,5.1,4.04,2.22,0.317,0.183
MTR0001,2024-01-02 00:00:00,221.23,225.28,220.54,3.6,2.51,1.55,0.218,0.091
MTR0001,2024-01-02 00:15:00,220.24,219.84,222.69,3.83,2.65,1.58,0.228,0.118
MTR0001,2024-01-02 00:30:00,223.12,224.29,220.58,3.62,2.64,1.69,0.217,0.103
MTR0001,2024-01-02 00:45:00,218.18,219.71,222.83,3.53,2.47,1.63,0.201,0.12
MTR0001,2024-01-02 01:00:00,220.78,223.38,225.29,3.6,2.53,1.79,0.201,0.104
MTR0001,2024-01-02 01:15:00,221.16,222.06,222.9,3.74,2.66,1.74,0.265,0.099
MTR0001,2024-01-02 01:30:00,222.87,222.57,221.25,3.7,2.78,1.51,0.23,0.13
MTR0001,2024-01-02 01:45:00,220.46,221.61,222.73,3.45,2.6,1.65,0.229,0.13
MTR0001,2024-01-02 02:00:00,220.34,221.93,221.87,3.91,2.59,1.68,0.242,0.108
MTR0001,2024-01-02 02:15:00,220.52,220.99,220.96,3.7,2.33,1.78,0.216,0.104
MTR0001,2024-01-02 02:30:00,223.15,221.5,220.67,3.96,2.38,1.31,0.225,0.127
MTR0001,2024-01-02 02:45:00,222.48,223.57,221.17,3.5,2.58,1.73,0.199,0.098
MTR0001,2024-01-02 03:00:00,220.73,221.97,221.14,3.73,2.41,1.85,0.249,0.089
MTR0001,2024-01-02 03:15:00,221.2,221.25,222.56,3.78,2.67,1.73,0.243,0.111
MTR0001,2024-01-02 03:30:00,220.67,223.76,220.49,3.95,2.59,1.42,0.186,0.134
MTR0001,2024-01-02 03:45:00,219.85,223.09,221.08,3.67,2.57,1.53,0.191,0.113
MTR0001,2024-01-02 04:00:00,221.98,222.24,220.05,3.67,2.6,1.46,0.236,0.11
MTR0001,2024-01-02 04:15:00,219.49,221.66,221.1,3.66,2.57,1.53,0.249,0.128
MTR0001,2024-01-02 04:30:00,219.94,222.46,223.6,3.81,2.61,1.54,0.243,0.103
MTR0001,2024-01-02 04:45:00,219.93,223.23,221.67,3.82,2.57,1.83,0.275,0.107
MTR0001,2024-01-02 05:00:00,219.82,220.87,221.02,3.74,2.68,1.55,0.292,0.101
MTR0001,2024-01-02 05:15:00,219.4,222.73,219.81,3.76,2.52,1.67,0.211,0.124
MTR0001,2024-01-02 05:30:00,221.4,222.57,220.78,3.91,2.42,1.42,0.204,0.088
MTR0001,2024-01-02 05:45:00,220.64,224.27,219.05,3.59,2.72,1.66,0.251,0.132
MTR0001,2024-01-02 06:00:00,219.86,222.19,222.24,7.39,5.12,3.17,0.481,0.159
MTR0001,2024-01-02 06:15:00,218.32,221.52,221.26,7.51,4.86,3.31,0.446,0.202
MTR0001,2024-01-02 06:30:00,218.86,223.34,220.8,7.4,5.19,3.34,0.402,0.249
MTR0001,2024-01-02 06:45:00,220.41,223.45,222.47,7.14,5.07,3.35,0.426,0.259
MTR0001,2024-01-02 07:00:00,221.37,222.25,223.05,7.96,5.56,3.49,0.48,0.259
MTR0001,2024-01-02 07:15:00,220.6,220.05,221.22,7.99,5.52,3.53,0.487,0.274
MTR0001,2024-01-02 07:30:00,222.3,217.26,224.63,7.9,5.77,3.37,0.479,0.265
MTR0001,2024-01-02 07:45:00,222.41,221.35,222.32,7.78,5.6,3.82,0.507,0.232
MTR0001,2024-01-02 08:00:00,222.46,223.38,222.46,8.28,6.23,3.59,0.521,0.295
MTR0001,2024-01-02 08:15:00,221.31,223.75,222.35,8.51,5.73,3.62,0.538,0.233
MTR0001,2024-01-02 08:30:00,220.35,223.66,221.27,8.47,5.95,3.76,0.488,0.266
MTR0001,2024-01-02 08:45:00,219.47,223.93,219.17,8.41,5.79,3.67,0.521,0.298
MTR0001,2024-01-02 09:00:00,219.77,224.98,222.97,8.86,5.93,4.31,0.5,0.313
MTR0001,2024-01-02 09:15:00,222.97,218.86,224.99,9.02,6.41,4.05,0.591,0.244
MTR0001,2024-01-02 09:30:00,220.96,221.51,220.37,8.87,6.05,3.95,0.548,0.284
MTR0001,2024-01-02 09:45:00,217.93,222.2,223.77,9.03,6.21,3.73,0.533,0.302
MTR0001,2024-01-02 10:00:00,220.96,219.6,220.6,9.31,6.31,4.19,0.624,0.203
MTR0001,2024-01-02 10:15:00,219.93,221.7,222.21,9.28,6.73,4.18,0.591,0.219
MTR0001,2024-01-02 10:30:00,218.7,224.22,219.63,9.16,6.44,4.25,0.626,0.225
MTR0001,2024-01-02 10:45:00,221.16,220.43,224.83,9.07,6.63,4.01,0.588,0.221
MTR0001,2024-01-02 11:00:00,220.87,221.38,222.95,9.81,6.62,4.01,0.601,0.272
MTR0001,2024-01-02 11:15:00,221.42,220.44,219.35,9.19,6.85,4.38,0.628,0.213
MTR0001,2024-01-02 11:30:00,220.23,221.29,220.63,9.33,6.61,4.03,0.53,0.328
MTR0001,2024-01-02 11:45:00,219.87,222.65,223.05,9.5,6.78,4.54,0.613,0.307
MTR0001,2024-01-02 12:00:00,223.31,222.23,220.44,9.55,6.84,4.26,0.554,0.332
MTR0001,2024-01-02 12:15:00,219.43,221.72,223.88,9.51,6.96,4.07,0.589,0.241
MTR0001,2024-01-02 12:30:00,222.62,221.81,224.98,9.61,6.79,4.2,0.583,0.338
MTR0001,2024-01-02 12:45:00,219.19,220.27,220.44,9.52,6.77,4.36,0.555,0.3
MTR0001,2024-01-02 13:00:00,221.38,225.34,221.49,9.61,6.72,4.2,0.597,0.306
MTR0001,2024-01-02 13:15:00,220.04,221.25,219.72,9.43,6.55,4.41,0.636,0.21
MTR0001,2024-01-02 13:30:00,220.76,222.83,223.59,9.56,6.71,4.02,0.572,0.292
MTR0001,2024-01-02 13:45:00,221.56,221.68,218.8,9.38,6.27,4.26,0.522,0.326
MTR0001,2024-01-02 14:00:00,223.1,223.43,221.18,9.48,6.57,4.07,0.602,0.203
MTR0001,2024-01-02 14:15:00,220.25,220.54,221.95,9.17,6.55,4.01,0.606,0.203
MTR0001,2024-01-02 14:30:00,222.22,219.37,217.67,9.4,6.35,4.09,0.582,0.289
MTR0001,2024-01-02 14:45:00,222.12,222.74,221.46,9.23,6.49,4.12,0.546,0.309
MTR0001,2024-01-02 15:00:00,218.58,221.88,221.48,9.0,6.32,3.82,0.522,0.271
MTR0001,2024-01-02 15:15:00,222.55,220.31,218.05,8.84,6.17,3.62,0.537,0.225
MTR0001,2024-01-02 15:30:00,219.89,224.34,222.52,8.84,6.63,3.87,0.574,0.253
MTR0001,2024-01-02 15:45:00,219.84,221.85,219.71,8.92,6.32,4.22,0.561,0.246
MTR0001,2024-01-02 16:00:00,218.78,220.14,223.3,8.35,5.82,3.84,0.504,0.282
MTR0001,2024-01-02 16:15:00,219.63,222.92,222.41,8.65,5.79,3.69,0.527,0.297
MTR0001,2024-01-02 16:30:00,221.48,224.85,220.53,8.59,5.99,3.8,0.551,0.25
MTR0001,2024-01-02 16:45:00,219.52,222.14,222.34,8.42,5.89,3.57,0.551,0.251
MTR0001,2024-01-02 17:00:00,220.47,221.18,221.96,8.04,5.73,3.44,0.531,0.189
MTR0001,2024-01-02 17:15:00,222.62,221.39,222.83,8.03,5.45,3.6,0.504,0.23
MTR0001,2024-01-02 17:30:00,220.01,222.48,223.36,7.92,5.65,3.78,0.467,0.232
MTR0001,2024-01-02 17:45:00,223.52,222.54,221.99,8.06,5.51,3.6,0.49,0.241
MTR0001,2024-01-02 18:00:00,219.93,222.48,224.0,7.41,5.02,3.34,0.453,0.242
MTR0001,2024-01-02 18:15:00,218.63,219.94,220.82,7.23,5.08,2.96,0.451,0.192
MTR0001,2024-01-02 18:30:00,218.67,218.96,219.21,7.54,5.12,3.65,0.474,0.205
MTR0001,2024-01-02 18:45:00,223.59,224.43,223.95,7.49,5.11,3.39,0.466,0.187
MTR0001,2024-01-02 19:00:00,220.54,220.92,222.54,6.92,4.81,3.24,0.419,0.21
MTR0001,2024-01-02 19:15:00,219.54,221.4,222.22,6.57,4.82,3.1,0.437,0.212
MTR0001,2024-01-02 19:30:00,220.46,220.16,220.94,6.94,5.08,3.25,0.394,0.235
MTR0001,2024-01-02 19:45:00,220.01,222.76,218.66,6.8,4.95,2.99,0.449,0.165
MTR0001,2024-01-02 20:00:00,219.05,217.29,221.46,6.51,4.67,2.71,0.415,0.16
MTR0001,2024-01-02 20:15:00,221.39,220.74,222.03,6.27,4.27,2.65,0.364,0.206
MTR0001,2024-01-02 20:30:00,222.17,220.4,223.74,6.21,4.42,2.67,0.366,0.216
MTR0001,2024-01-02 20:45:00,218.16,220.06,221.87,6.26,4.53,2.79,0.338,0.221
MTR0001,2024-01-02 21:00:00,221.99,219.72,221.94,5.59,4.17,2.57,0.342,0.161
MTR0001,2024-01-02 21:15:00,220.16,220.79,222.45,5.72,4.25,2.98,0.365,0.213
MTR0001,2024-01-02 21:30:00,221.06,221.05,220.26,5.8,3.94,2.14,0.319,0.199
MTR0001,2024-01-02 21:45:00,223.45,220.05,220.43,5.8,4.31,2.58,0.35,0.176
MTR0001,2024-01-02 22:00:00,220.08,220.17,221.68,5.68,3.9,2.38,0.35,0.135
MTR0001,2024-01-02 22:15:00,221.28,221.55,221.41,5.33,3.86,2.55,0.344,0.16
MTR0001,2024-01-02 22:30:00,220.16,223.32,221.67,5.22,3.99,2.32,0.359,0.157
MTR0001,2024-01-02 22:45:00,221.95,221.31,219.67,5.46,4.0,2.52,0.33,0.178
MTR0001,2024-01-02 23:00:00,219.37,222.24,224.59,5.06,3.7,2.53,0.348,0.116
MTR0001,2024-01-02 23:15:00,222.52,223.75,219.72,5.18,3.7,2.28,0.334,0.155
MTR0001,2024-01-02 23:30:00,221.09,221.07,222.01,5.18,3.72,2.52,0.33,0.132
MTR0001,2024-01-02 23:45:00,220.55,223.56,221.36,4.88,3.62,2.47,0.322,0.178
MTR0001,2024-01-03 00:00:00,220.44,221.05,220.91,3.54,2.84,1.59,0.202,0.109
MTR0001,2024-01-03 00:15:00,220.65,223.44,221.56,3.7,2.66,1.52,0.213,0.12
MTR0001,2024-01-03 00:30:00,221.22,221.21,222.38,3.6,2.73,1.43,0.19,0.098
MTR0001,2024-01-03 00:45:00,222.34,219.62,222.59,3.78,2.42,1.76,0.253,0.096
MTR0001,2024-01-03 01:00:00,220.6,220.14,223.16,3.66,2.27,1.76,0.229,0.074
MTR0001,2024-01-03 01:15:00,220.47,222.23,220.85,3.79,2.63,1.68,0.222,0.1
MTR0001,2024-01-03 01:30:00,220.0,222.81,222.05,3.95,2.57,1.58,0.183,0.134
MTR0001,2024-01-03 01:45:00,218.39,222.77,223.08,3.55,2.66,1.77,0.23,0.105
MTR0001,2024-01-03 02:00:00,220.91,223.34,220.11,3.71,2.75,1.71,0.258,0.104
MTR0001,2024-01-03 02:15:00,218.08,220.57,223.71,3.62,2.73,1.67,0.261,0.121
MTR0001,2024-01-03 02:30:00,223.26,222.71,221.61,3.43,2.56,1.51,0.225,0.106
MTR0001,2024-01-03 02:45:00,223.02,222.52,224.94,3.69,2.58,1.61,0.213,0.118
MTR0001,2024-01-03 03:00:00,220.16,220.56,219.39,3.66,2.37,1.75,0.211,0.122
MTR0001,2024-01-03 03:15:00,222.43,220.73,222.22,4.08,2.66,1.61,0.242,0.118
MTR0001,2024-01-03 03:30:00,220.32,220.41,223.11,3.68,2.89,1.63,0.24,0.079
MTR0001,2024-01-03 03:45:00,218.73,218.81,222.75,3.65,2.72,1.86,0.221,0.124
MTR0001,2024-01-03 04:00:00,223.22,222.95,221.1,3.54,2.28,1.53,0.234,0.117
MTR0001,2024-01-03 04:15:00,221.57,221.35,223.34,3.85,2.78,1.37,0.232,0.136
MTR0001,2024-01-03 04:30:00,222.23,222.03,220.58,3.73,2.43,1.65,0.179,0.128
MTR0001,2024-01-03 04:45:00,224.82,220.87,218.56,3.78,2.73,1.83,0.236,0.104
MTR0001,2024-01-03 05:00:00,219.01,222.98,223.0,3.57,2.81,1.6,0.202,0.089
MTR0001,2024-01-03 05:15:00,218.05,223.36,223.88,3.79,2.45,1.86,0.203,0.128
MTR0001,2024-01-03 05:30:00,220.34,222.77,223.47,3.88,2.52,1.6,0.251,0.111
MTR0001,2024-01-03 05:45:00,218.36,223.51,224.34,3.61,2.59,1.46,0.22,0.128
MTR0001,2024-01-03 06:00:00,220.15,221.44,221.37,7.29,5.16,3.51,0.446,0.244
MTR0001,2024-01-03 06:15:00,221.16,222.96,219.19,7.13,5.28,2.96,0.459,0.257
MTR0001,2024-01-03 06:30:00,221.76,222.35,218.8,7.27,5.08,3.18,0.399,0.252
MTR0001,2024-01-03 06:45:00,220.89,222.34,222.94,7.08,5.17,3.1,0.399,0.2
MTR0001,2024-01-03 07:00:00,222.45,224.54,219.66,8.0,5.53,3.51,0.46,0.242
MTR0001,2024-01-03 07:15:00,221.2,224.25,220.96,7.96,5.5,3.65,0.522,0.191
MTR0001,2024-01-03 07:30:00,222.49,221.52,218.84,8.11,5.47,3.43,0.507,0.192
MTR0001,2024-01-03 07:45:00,224.87,221.2,223.29,7.87,5.67,3.75,0.522,0.18
MTR0001,2024-01-03 08:00:00,220.51,223.3,222.39,8.01,6.08,3.79,0.527,0.299
MTR0001,2024-01-03 08:15:00,222.23,223.25,220.89,8.34,6.15,3.68,0.531,0.282
MTR0001,2024-01-03 08:30:00,221.89,222.37,220.54,8.52,6.1,3.87,0.553,0.24
MTR0001,2024-01-03 08:45:00,219.65,221.92,220.27,8.45,5.73,3.52,0.467,0.289
MTR0001,2024-01-03 09:00:00,217.96,221.92,221.5,8.79,6.4,4.1,0.522,0.315
MTR0001,2024-01-03 09:15:00,219.3,220.45,222.81,8.81,6.28,4.07,0.569,0.197
MTR0001,2024-01-03 09:30:00,221.75,219.74,221.59,8.95,6.51,3.77,0.529,0.316
MTR0001,2024-01-03 09:45:00,224.08,219.66,220.53,8.94,6.14,4.08,0.574,0.24
MTR0001,2024-01-03 10:00:00,222.39,225.74,222.09,9.18,6.55,3.85,0.561,0.297
MTR0001,2024-01-03 10:15:00,219.86,221.62,222.93,9.1,6.42,4.29,0.518,0.319
MTR0001,2024-01-03 10:30:00,220.09,222.91,221.89,9.29,6.68,4.1,0.569,0.305
MTR0001,2024-01-03 10:45:00,223.15,219.61,222.28,9.14,6.58,4.13,0.59,0.241
MTR0001,2024-01-03 11:00:00,219.87,221.13,222.42,9.66,6.69,4.15,0.562,0.213
MTR0001,2024-01-03 11:15:00,218.64,221.29,219.39,9.27,6.89,4.17,0.615,0.223
MTR0001,2024-01-03 11:30:00,222.36,221.49,222.51,9.32,6.47,4.34,0.583,0.329
MTR0001,2024-01-03 11:45:00,222.41,219.55,223.82,9.37,6.74,4.2,0.56,0.31
MTR0001,2024-01-03 12:00:00,220.86,220.1,222.61,9.48,6.73,4.1,0.599,0.271
MTR0001,2024-01-03 12:15:00,220.68,221.62,222.31,9.55,7.06,4.28,0.603,0.319
MTR0001,2024-01-03 12:30:00,221.46,221.63,222.51,9.64,6.71,4.16,0.579,0.341
MTR0001,2024-01-03 12:45:00,217.56,221.98,222.98,9.35,6.86,4.35,0.555,0.287
MTR0001,2024-01-03 13:00:00,220.65,219.14,221.24,9.73,6.71,4.25,0.619,0.21
MTR0001,2024-01-03 13:15:00,219.81,220.7,222.01,9.33,6.77,4.43,0.576,0.334
MTR0001,2024-01-03 13:30:00,223.17,220.08,220.28,9.29,6.67,4.29,0.586,0.289
MTR0001,2024-01-03 13:45:00,219.17,221.37,221.56,9.57,6.71,3.97,0.588,0.254
MTR0001,2024-01-03 14:00:00,220.53,223.66,218.18,9.49,6.34,4.08,0.551,0.331
MTR0001,2024-01-03 14:15:00,220.87,222.1,220.86,9.02,6.44,4.14,0.58,0.257
MTR0001,2024-01-03 14:30:00,219.84,222.33,224.21,9.23,6.66,3.93,0.587,0.248
MTR0001,2024-01-03 14:45:00,220.79,223.94,222.43,9.23,6.65,3.93,0.572,0.309
MTR0001,2024-01-03 15:00:00,220.09,222.0,220.84,8.9,6.62,3.93,0.519,0.307
MTR0001,2024-01-03 15:15:00,218.78,219.2,221.87,8.93,6.32,4.05,0.529,0.288
MTR0001,2024-01-03 15:30:00,217.84,222.94,219.68,9.02,6.31,3.82,0.535,0.297
MTR0001,2024-01-03 15:45:00,218.49,224.58,222.32,9.3,6.18,4.11,0.552,0.296
MTR0001,2024-01-03 16:00:00,220.61,223.87,219.32,8.45,5.79,3.82,0.502,0.273
MTR0001,2024-01-03 16:15:00,220.82,222.66,223.4,8.4,5.91,3.9,0.551,0.236
MTR0001,2024-01-03 16:30:00,218.13,222.08,220.74,8.44,6.03,3.69,0.505,0.291
MTR0001,2024-01-03 16:45:00,219.7,220.07,219.96,8.34,6.16,3.88,0.511,0.204
MTR0001,2024-01-03 17:00:00,222.59,220.13,220.8,7.99,5.72,3.49,0.54,0.192
MTR0001,2024-01-03 17:15:00,219.9,221.94,224.2,7.98,5.68,3.44,0.511,0.222
MTR0001,2024-01-03 17:30:00,222.38,220.1,220.92,7.96,5.9,3.99,0.527,0.268
MTR0001,2024-01-03 17:45:00,222.02,221.49,223.13,8.06,5.54,3.63,0.503,0.197
MTR0001,2024-01-03 18:00:00,221.46,222.77,222.19,7.6,5.2,3.37,0.47,0.236
MTR0001,2024-01-03 18:15:00,219.73,223.77,221.41,7.42,5.32,3.12,0.483,0.184
MTR0001,2024-01-03 18:30:00,220.81,220.61,222.55,7.41,5.27,3.19,0.439,0.214
MTR0001,2024-01-03 18:45:00,219.12,220.08,222.06,7.47,5.1,3.39,0.488,0.209
MTR0001,2024-01-03 19:00:00,220.25,221.82,218.84,6.84,4.64,2.81,0.439,0.182
MTR0001,2024-01-03 19:15:00,219.77,221.37,220.44,6.92,5.07,2.92,0.416,0.22
MTR0001,2024-01-03 19:30:00,221.04,222.35,223.18,7.0,4.74,2.82,0.426,0.175
MTR0001,2024-01-03 19:45:00,220.04,219.1,219.51,6.79,5.02,2.92,0.393,0.178
MTR0001,2024-01-03 20:00:00,218.56,220.62,221.37,6.03,4.28,2.63,0.378,0.167
